11439_2021_Article_9388.pdf	QUARANTINE	ode-viral-dynamics	0
1471-2377-11-37.pdf	pais	post-sars	0
178722.2-20250213205152-covered-4fa089109ce452e764bbb8648b44a723.pdf	immunity	autoimmunity-epi	0
180076.1-20240904154609-covered-4fa089109ce452e764bbb8648b44a723.pdf	immunity	autoimmunity-sex	0
1-s2.0-S0002934324006429-main.pdf	pais	lc-cardiovascular	0
1-s2.0-S0022247X13008615-main.pdf	QUARANTINE	ode-viral-dynamics	0
1-s2.0-S0025619621008880-main.pdf	pais	lc-immunology	0
1-s2.0-S0163725825001032-main.pdf	pais	lc-pulmonary	0
1-s2.0-S0307904X09003771-main.pdf	QUARANTINE	ode-viral-dynamics	0
1-s2.0-S1538783623004002-main.pdf	pais	lc-immunology	0
1-s2.0-S2212877823000893-main.pdf	immunity	inflammaging	0
20240819-1366246-6om5t2.pdf	pais	post-lyme	0
2024_Porsch F & Binder CJ, Nature Reviews Cardiology.pdf	immunity	cardiovascular-immunology	0
41408_2026_Article_1453.pdf	cancer	cancer-immunology	0
a307eab49da4a5c628a28dab2d62435a2dda.pdf	immunity	wound-healing-chronic	0
afzali2025.pdf	immunity	autoimmunity-ms	0
bagni2025.pdf	immunity	autoimmunity-epigenetics	0
bai-richardson-2023-posttreatment-lyme-disease-syndrome-and-myalgic-encephalomyelitis-chronic-fatigue-syndrome-a.pdf	pais	post-lyme	0
Burleigh and Woolsey 2002 - Cell signalling and Trypanosoma cruzi invasion.pdf	immunity	infection-cell-biology	0
cells-14-01023.pdf	immunity	cardiovascular-immunology	0
covid-06-00021-v2.pdf	pais	lc-epi	0
diagnostics-13-01850.pdf	pais	lc-rheumatic	0
e003022.full.pdf	pais	lc-rheumatic-vaccine	0
ehaf314.pdf	immunity	metabolic-staging	0
Eur J Immunol - 2026 - Läderach - Latent Lytic and Linked to Multiple Sclerosis How EBV Drives Autoimmunity.pdf	immunity	infection-autoimmunity-ebv	1
Fibromyalgia-and-myalgic-encephalomyelitis-chronic-fatigue-syndrome.pdf	pais	mecfs	0
filename	home	cluster	commons
fimmu-11-01056.pdf	immunity	wound-healing	0
fimmu-14-1159396.pdf	immunity	autoimmunity-predisease	0
fimmu-14-1267091.pdf	immunity	autoimmunity-mechanisms	0
fimmu-14-974343.pdf	pais	lc-immunology	0
fimmu-16-1509131.pdf	pais	pais-umbrella	0
fimmu-16-1575490.pdf	immunity	autoimmunity-computational	0
fimmu-16-1626082.pdf	immunity	autoimmunity-mechanisms	0
fimmu-16-1709915.pdf	immunity	autoimmunity-treg	0
fimmu-17-1735745.pdf	immunity	autoimmunity-nodopathy	0
fimmu-17-1752120.pdf	pais	lc-neuro-vaccine	0
fneur-15-1344862.pdf	pais	post-lyme	0
fneur-16-1612548.pdf	pais	mecfs	0
Hanson 2023 - The viral origin of myalgic encephalomyelitis - chronic fatigue syndrome.pdf	pais	mecfs	0
ijms-23-03374.pdf	immunity	immunosenescence	0
ijms-24-13609-v2.pdf	immunity	autoimmunity-crossreactivity	0
ijms-25-07666.pdf	immunity	autoimmunity-mechanisms	0
jcm-14-01475-v2.pdf	pais	lc-immunology	0
Journal of Medical Virology - 2025 - Rahmati - Long‐Term Sequelae of COVID‐19 A Systematic Review and Meta‐Analysis of.pdf	pais	lc-outcomes	0
journal.pntd.0010724.pdf	pais	post-dengue	0
Jukarainen et al. 2022 - Genetic risk factors have a substantial impact on healthy life years.pdf	health-meta	genetics-lifespan	0
komaroff-2025-growing-recognition-of-post-acute-infection-syndromes.pdf	pais	pais-umbrella	1
Komaroff and Lipkin 2023 - ME - CFS and Long COVID share similar symptoms and biological abnormalities - road map to the literature.pdf	pais	mecfs	0
McClune et al. 2025 - The peptidoglycan of Borrelia burgdorferi can pers ... tissues and cause systemic responses consistent with chronic illness.pdf	pais	post-lyme	0
MedComm - 2025 - Song - Autoimmune Diseases Molecular Pathogenesis and Therapeutic Targets.pdf	immunity	autoimmunity-mechanisms	0
morroy2016.pdf	pais	post-qfever	0
MUS-65-E31.pdf	pais	lc-neuro	0
nihms-1849854.pdf	immunity	autoimmunity-epi	0
nihms-1855890.pdf	immunity	infection-autoimmunity	1
Peppercorn et al. 2023 - A pilot study on the immune cell proteome of lo ... ilar to those in myalgic encephalomyelitis - chronic fatigue syndrome.pdf	pais	mecfs	0
PIIS0092867424008869.pdf	pais	lc-mechanisms	0
PIIS1074761323000262.pdf	immunity	tissue-immunity	0
PIIS1473309923006849.pdf	pais	lc-vs-flu	0
PIIS1473309923007624.pdf	pais	lc-vs-flu	0
PIIS1473309924002111.pdf	pais	lc-antigen-persistence	0
PIIS2213260023002394.pdf	pais	lc-outcomes	0
PIIS2589537024006205.pdf	pais	post-dengue	0
PIIS2666379126000649.pdf	pais	mecfs	0
PIIS2666634024004835.pdf	pais	pics-sepsis	0
research.1097-1.pdf	DELETE_DUP	-	0
research.1097.pdf	immunity	autoimmunity-gut	0
Reviews in Medical Virology - 2026 - Condé - Post‐Infectious Fatigue and Depression Following Dengue A Systematic Review.pdf	pais	post-dengue	0
Ryan et al. 2022 - Long-term perturbation of the peripheral immune system months after SARS-CoV-2 infection.pdf	pais	lc-immunology	0
s00296-023-05319-0.pdf	pais	lc-rheumatic	0
s10020-024-00986-6.pdf	pais	lc-gut	0
s10067-022-06120-3.pdf	pais	lc-rheumatic	0
s12016-021-08848-3.pdf	pais	lc-mechanisms	0
s12276-025-01535-9.pdf	immunity	autoimmunity-th17	0
s12879-025-11131-x.pdf	pais	lc-therapeutics	0
s12916-025-03908-3.pdf	pais	lc-cardiovascular	0
s12931-025-03200-1.pdf	pais	lc-immunology	0
s12967-022-03328-4.pdf	pais	lc-autoimmunity	1
s41380-022-01614-7.pdf	pais	lc-outcomes	0
s41392-024-01952-8.pdf	immunity	autoimmunity-mechanisms	0
s41422-025-01171-y.pdf	immunity	trained-immunity	1
s41423-023-01074-1.pdf	immunity	autoimmunity-glycans	1
s41467-023-38682-4.pdf	pais	lc-immunology	0
s41467-023-44090-5.pdf	pais	lc-subphenotypes	0
s41467-026-68650-7.pdf	pais	pais-methods	0
